Keyword,Title,Date,Location,Icon,Link
,2019 King of the Hill Basketball Classic,"May 4 - 5, 2019","Fayetteville, AR",,Public/Results/Tournament.aspx?IDTournament=h20180502124219128b393a37c7f7645
,KCYBA SATURDAY JAMBOREE (FEB 2),"Feb 2 - 3, 2019","INDEPENDENCE, MO",,Public/Results/Tournament.aspx?IDTournament=h20190114125137248b133909d6d2b45
, KCYBA SATURDAY JAMBOREE (FEB 16) ,"Feb 16 - 10, 2019","INDPENDENCE, MO",,Public/Results/Tournament.aspx?IDTournament=h20181010114500713307270b5a2f94e
,KCYBA WINTER FINALE JAMBOREE  (MAR  9),"Mar 9 - 10, 2019","INDEPENDENCE, MO",,Public/Results/Tournament.aspx?IDTournament=h20181220182400057fd3de5a14b5440
,KCYBA JAMBOREE  (MAR  16),"Mar 16 - 17, 2019","INDEPENDENCE, MO",,Public/Results/Tournament.aspx?IDTournament=h20190227165742233d3485aabf47145
,KCYBA JAMBOREE  (MAR  23),"Mar 23 - 24, 2019","INDEPENDENCE, MO",,Public/Results/Tournament.aspx?IDTournament=h20190227170221259b12a25e4d04041
,All Star Line-Up,"Mar 8 - 10, 2019","Independence, MO • Liberty, MO • Overland Park, KS",,Public/Results/Tournament.aspx?IDTournament=h20190205185542875a2c066ced7e04c
,Cardinal Classic ,"Mar 29 - 31, 2019","Independence, MO • Liberty, MO",,Public/Results/Tournament.aspx?IDTournament=h2019020518593606220e47544bb2445
,MO Easter Jamboree ,"Apr 20, 2019","Independence, MO • Liberty, MO",,Public/Results/Tournament.aspx?IDTournament=h2019020719530377229473438f2614b
,Saturday Jamboree May 11th,"May 11, 2019","Independence, MO",,Public/Results/Tournament.aspx?IDTournament=h20190422183145015d4eb3808e21744
,Jewell Jam,"Feb 1 - 3, 2019","Independence, MO • Liberty, MO",,Public/Results/Tournament.aspx?IDTournament=h201809241922511027a69f146518340
,3 on 3 Skills,"Apr 2 - 16, 2019","Independence, MO",,Public/Results/Tournament.aspx?IDTournament=h2019032414412750566cda712fcf54f
,MAYB Kansas City - Midwest Spotlight,"Feb 8 - 10, 2019","Independence, MO • KANSAS CITY, MO",,Public/Results/Tournament.aspx?IDTournament=h20190130203234434317dd6feccf943
,26th Annual KC Keys Best Basketball Invitational,"Apr 5 - 7, 2019","Independence, MO • Kansas City, MO",,Public/Results/Tournament.aspx?IDTournament=h2018101421423113041624ca249a541
,Sat April 13 Jamboree,"Apr 13, 2019","Independence, MO",,Public/Results/Tournament.aspx?IDTournament=h20190408135426576c707b28bf32d4d
,Eagle Invitational,"Feb 9 - 10, 2019","Liberty, MO",,Public/Results/Tournament.aspx?IDTournament=h2019020618422206935f110a2d70e46
,Rock the Rim ,"Apr 6 - 7, 2019","Liberty, MO",,Public/Results/Tournament.aspx?IDTournament=h2019020518373408951245886b28640
,Hoops on the Hardwood,"May 3 - 5, 2019","Liberty, MO",,Public/Results/Tournament.aspx?IDTournament=h20190311161143061025d1d5f7f6241
,Ballin in Belton,"Feb 16 - 17, 2019","Belton, MO",,Public/Results/Tournament.aspx?IDTournament=h20180924193113213b17a595683c041
,Ballin in Belton  ,"Mar 30 - 31, 2019","Belton, MO",,Public/Results/Tournament.aspx?IDTournament=h20190221233156254256347fff7d34c
,Smithville Shootout,"Feb 16 - 17, 2019","Smithville, MO",,Public/Results/Tournament.aspx?IDTournament=h201809241934174083ede3c62b35e4c
,MAYB Lawrence -KC Rising Stars Presents  Never Walk on the Hardwood - Apr. 12-14,"Apr 12 - 14, 2019","KANSAS CITY, MO • LAWRENCE, KS • NEW CENTURY, KS",,Public/Results/Tournament.aspx?IDTournament=h201903261444193596871d617a2654f
,2019 Carroll Hoop-It-Up Tournament,"Feb 23 - 24, 2019","Carroll, IA",,Public/Results/Tournament.aspx?IDTournament=h201809201103123077183212ca89a4e
,Spring Blast SM North Classic ,"Apr 12 - 14, 2019","Overland Park, KS",,Public/Results/Tournament.aspx?IDTournament=h20190207194702369dbdff5a50f084c
,March Mania Kickoff,"Mar 2 - 3, 2019","New Century, KS • Overland Park, KS",,Public/Results/Tournament.aspx?IDTournament=h2019020518373446492f46dafa5ee40
,Crossover Classic,"Mar 15 - 17, 2019","Overland Park, KS",,Public/Results/Tournament.aspx?IDTournament=h20190205185720724fd91b49d58cb4d
,Hoop It Up,"Mar 22 - 24, 2019","Overland Park, KS",,Public/Results/Tournament.aspx?IDTournament=h20190205185829320e9e587aecd064d
,April Showers,"Apr 6 - 7, 2019","Overland Park, KS",,Public/Results/Tournament.aspx?IDTournament=h20190207193716953052135683e694c
,KS Easter Jamboree ,"Apr 20, 2019","Overland Park, KS • Shawnee, KS",,Public/Results/Tournament.aspx?IDTournament=h20190207195606260db53ece045db4c
,May Kick Off,"May 4 - 5, 2019","Overland Park, KS",,Public/Results/Tournament.aspx?IDTournament=h2019031116075074041e026440b8146
,Hoop 4 Mom ,"May 10 - 11, 2019","Overland Park, KS",,Public/Results/Tournament.aspx?IDTournament=h201903111613187733ed6b590f6134b
,Cougar Hoops Classic,"Feb 2 - 3, 2019","Shawnee, KS",,Public/Results/Tournament.aspx?IDTournament=h20180924192407666b0893439650a4f
,HSE Showtime Nationals,"May 10 - 12, 2019","Saint Joseph, MO • Savannah, MO • St. Joseph, MO",,Public/Results/Tournament.aspx?IDTournament=h20190117030921035403e37f6c67c46
,6th Annual Sweetheart Shootout,"Feb 7 - 10, 2019","Elwood, KS • Saint Joseph, MO",,Public/Results/Tournament.aspx?IDTournament=h201808240233293544fde1814251249
,Shamrock,"Feb 2 - 3, 2019","St Joseph, MO",,Public/Results/Tournament.aspx?IDTournament=h201901242229151985ddbe1f710284c
,Battle of the Borders 2019,"Mar 1 - 3, 2019","Elwood, KS • Wathena, KS",,Public/Results/Tournament.aspx?IDTournament=h20190219171352904d0ec097e42e544
,MAYB Lawrence - Feb. 23rd (Sat. Only),"Feb 23, 2019","Lawrence, KS",,Public/Results/Tournament.aspx?IDTournament=h20190215141421051c31d7050b98d46
,MAYB Lawrence - Apr. 6 (Sat. Only),"Apr 6, 2019","Lawrence, KS",,Public/Results/Tournament.aspx?IDTournament=h20190402152159693b6eaed18fa5e47
,MAYB Lawrence - Apr.  27,"Apr 27, 2019","Lawrence, KS",,Public/Results/Tournament.aspx?IDTournament=h201904222038306179b4b254201cc49
,2019 USP Tournament,"Feb 22 - 24, 2019","Thief River Falls, MN",,Public/Results/Tournament.aspx?IDTournament=h201809150245487018e825d0fd4c548
,"MAYB Super Regional - Lawrence, KS May 3-5 (4GG)","May 3 - 5, 2019","LAWRENCE, KS",,Public/Results/Tournament.aspx?IDTournament=h20190423140224134c83c7d715af048
,2019 KC Classic,"May 10 - 12, 2019","Lawrence, KS",,Public/Results/Tournament.aspx?IDTournament=h20181001151242048cbfe0c0e23f04a
,5th Annual Jonathan Burnett Classic,"May 3 - 5, 2019","Texas City, TX",,Public/Results/Tournament.aspx?IDTournament=h2019040922034942778ab1f6225634f
,"The Throw Down in ""B"" Town (Bellevue)","Mar 1 - 3, 2019","Bellevue, Ne • Council Bluffs, IA • Omaha, Ne",,Public/Results/Tournament.aspx?IDTournament=h201808071616561624b2bdc92f17445
,Kings & Queens of the Court,"Feb 8 - 10, 2019","Bellevue, Ne • Council Bluffs, IA • Omaha, Ne • Papillion, NE • Springfield, Ne",,Public/Results/Tournament.aspx?IDTournament=h20180807160910695519a24f7216b48
,26th Annual CYBA Tournament,"Mar 22 - 24, 2019","Crookston, MN",,Public/Results/Tournament.aspx?IDTournament=h20181109173729832dc8d4e3f01a540
,Battle in the Bluffs,"Apr 13 - 14, 2019","Council Bluffs, IA • Omaha, NE",,Public/Results/Tournament.aspx?IDTournament=h20190111191310159a8b059a6ffea4a
,OSA PELLA Youth Basketball League-Winter 2019 ,"Jan 5 - Mar 5, 2019","COUNCIL BLUFFS, IA • ELKHORN, NE • OMAHA, NE • WATERLOO, NE",,Public/Results/Tournament.aspx?IDTournament=h20181024144750522e84af6de642f43
,OSA MAYB FEBRUARY FRENZY sponsored by GREGG YOUNG AUTOMOTIVE,"Feb 1 - 3, 2019","BELLEVUE, NE • COUNCIL BLUFFS, IA • Elkhorn, NE • OMAHA, NE",,Public/Results/Tournament.aspx?IDTournament=h2019010918502371748af1d60a16944
,Boys Cornhusker Youth State Basketball Championships 2019,"Mar 8 - 10, 2019","Council lBluffs, IA • Elkhorn, NE • Omaha, NE",,Public/Results/Tournament.aspx?IDTournament=h20180906054951899e51c1c403a0f4b
,Midwest Madness,"Apr 6 - 7, 2019","Council Bluffs, IA • Omaha, NE",,Public/Results/Tournament.aspx?IDTournament=h20190111195138512b743bdd994094a
,Midwest Live - Omaha 2019,"Apr 26 - 28, 2019","Council Bluffs, IA • Elkhorn, NE",,Public/Results/Tournament.aspx?IDTournament=h20190128033847376e39c52a31a8041
,KC v Topeka Showdown,"Apr 6 - 7, 2019","Topeka, KS",,Public/Results/Tournament.aspx?IDTournament=h201902071939225356b3f335582cd4b
,OFF DA HOOK 2019,"Apr 5 - 7, 2019","Channelview, TX • Houston, TX • Humble, TX",,Public/Results/Tournament.aspx?IDTournament=h201809051855207154d4f7afa666046
,Houston Classic 2019,"May 3 - 5, 2019","Channelview, TX • Houston, TX • Humble, TX",,Public/Results/Tournament.aspx?IDTournament=h20180905190619467d7f3c75ba7084c
,Future150 Main Event Houston,"Apr 12 - 14, 2019","Houston, TX • Humble, TX",,Public/Results/Tournament.aspx?IDTournament=h20190410135446302fb321a1e7ce64e
,Small Town Ballers Summer League,"Apr 20 - Jun 29, 2019","Claremore, OK",,Public/Results/Tournament.aspx?IDTournament=h201904110254515985cfec9b8a96a45
,Wolves Spring Challenge,"May 3 - 5, 2019","Winnipeg, MB",,Public/Results/Tournament.aspx?IDTournament=h20190111154507092fc34cfeddd3641
,2019 BOYS HOOPSTOCK CLASSIC,"Feb 16 - 17, 2019","Blair, NE",,Public/Results/Tournament.aspx?IDTournament=h20181001200736607e5367ad51c7843
,Girls Cornhusker Youth State Basketball Championships 2019,"Mar 1 - 3, 2019","Elkhorn, NE • Omaha, NE",,Public/Results/Tournament.aspx?IDTournament=h201809060528254659ba0c9d2146e44
,OSA MAYB SPRING FLING sponsored by Gregg Young Automotive,"Apr 26 - 28, 2019","EKLHORN, NE • ELKHORN, NE • OMAHA, NE",,Public/Results/Tournament.aspx?IDTournament=h201904152007374096c7479721c8b43
,2019 OSA Crusaders Sanford Pentagon League Open Division Tournament,"May 11 - 12, 2019","Elkhorn, NE • Omaha, NE",,Public/Results/Tournament.aspx?IDTournament=h20181106165517652fb2ebc43c49a46
,Jr Bison Boys Tournament 2019,"Apr 19 - 21, 2019","Winnipeg, MB",,Public/Results/Tournament.aspx?IDTournament=h201901231950253601cf44d54300b47
,JCC Little Lions League Winter 2019,"Jan 12 - Mar 3, 2019","Omaha, NE",,Public/Results/Tournament.aspx?IDTournament=h2018052120453647506e9f9a8d96144
,2019 JCC Girls Spring Showcase Tournament,"Feb 22 - 24, 2019","Omaha, NE",,Public/Results/Tournament.aspx?IDTournament=h201806252106504281f25ad9440c044
,2019 JCC Little Lions March Mania Tournament,"Mar 8 - 10, 2019","Omaha, NE",,Public/Results/Tournament.aspx?IDTournament=h20180625211108380407aa4680d834a
,2019 JCC Eddie Belgrade 3 on 3 Tournament,"Apr 7, 2019","Omaha, NE",,Public/Results/Tournament.aspx?IDTournament=h2018062521140136632bfea2d57c44c
,2019 St. Stephen Flames Classic,"Mar 1 - 3, 2019","Omaha, NE",,Public/Results/Tournament.aspx?IDTournament=h20190116000418006fd8857a3a4774a
,K-3 Mini Badger League,"Jan 19 - Feb 23, 2019","Bennington, NE",,Public/Results/Tournament.aspx?IDTournament=h201812131948189195ac98853abef45
,GSE CLASSIC 2019,"Apr 13 - 14, 2019","Houston, TX",,Public/Results/Tournament.aspx?IDTournament=h20180921134939780d70a1e67de194d
,OSA MAYB SPRING TIP OFF,"Apr 13 - 14, 2019","ELKHORN, NE",,Public/Results/Tournament.aspx?IDTournament=h2019040314562620083a50264d1b44e
,"MAYB Winter Nationals - Omaha, NE Mar. 16-17","Mar 16 - 17, 2019","Elkhorn, NE",,Public/Results/Tournament.aspx?IDTournament=h2019031120414269023b50235a64043
,Court Time Events - Spring Invitational,"Apr 5 - 7, 2019","Broken Arrow, OK • Tulsa, OK",,Public/Results/Tournament.aspx?IDTournament=h20190405052056304dee472a8803042
,Nightrydas Elite Invitational Texas 2019,"Feb 16 - 17, 2019","Houston, TX",,Public/Results/Tournament.aspx?IDTournament=h20190113221520203164c2c0db99c43
,2019 Border War,"Apr 13 - 14, 2019","Broken Arrow, OK • Tulsa, OK",,Public/Results/Tournament.aspx?IDTournament=h2018122606304229677ff518c7ee942
,Bruin Classic 2019,"Feb 16 - 17, 2019","Bartlesville, OK",,Public/Results/Tournament.aspx?IDTournament=h201811262046214506e29464c456f43
,Basketball Extravaganza,"Apr 6 - 7, 2019","Tulsa, OK",,Public/Results/Tournament.aspx?IDTournament=h201903271730322809477620a77c04e
,Battle of the Belts,"May 3 - 5, 2019","Tulsa, OK",,Public/Results/Tournament.aspx?IDTournament=h201903271951557982383207444ad4c
,Yutan Boys Hoopster 2019,"Feb 16 - 17, 2019","Yutan, NE",,Public/Results/Tournament.aspx?IDTournament=h20190205155616998ccb70afaf64d4b
,CANCELED - Yutan Girls Hoopster 2019,"Feb 23 - 24, 2019","Yutan, NE",,Public/Results/Tournament.aspx?IDTournament=h2019021315273122546b381f437c542
,Dell Rapids - Sacred Hoops Tournament,"Mar 30, 2019","Dell Rapids, SD",,Public/Results/Tournament.aspx?IDTournament=h201902271554432735b14a2e507a94c
, 2019 Knight Hoops Classic,"Mar 16, 2019","Fremont, NE",,Public/Results/Tournament.aspx?IDTournament=h20181220164501573721efb48a85b45
,"High School Girls D2,D3, NAIA & JUCO Tulsa Showcase","Apr 12 - 14, 2019","Tulsa, OK",,Public/Results/Tournament.aspx?IDTournament=h20181005152936187323a2f4ca0a34e
,Tulsa Mayb April 13th & 14th,"Apr 12 - 14, 2019","Tulsa, OK",,Public/Results/Tournament.aspx?IDTournament=h20181005152404252bf8ac3034e4746
,Court Time Events  - One Day Ball Out (March 16th),"Mar 16, 2019","Tulsa, OK",,Public/Results/Tournament.aspx?IDTournament=h20190315074958797c7311129ec3749
,Court Time Events  Hoop Fest,"Mar 23 - 24, 2019","Tulsa, OK",,Public/Results/Tournament.aspx?IDTournament=h20190323055124076df966766400149
,2nd Annual February Frost @ SDSU,"Feb 15 - 16, 2019","Brookings, SD",,Public/Results/Tournament.aspx?IDTournament=h20180814162015108579c232fe4b046
,2019 Spring Blow Out,"Mar 8 - 9, 2019","Sioux Falls, SD",,Public/Results/Tournament.aspx?IDTournament=h20190304015143010a3133a0797f042
,Ambush Rider Bash,"Feb 8 - 9, 2019","Harrisburg, SD • Sioux Falls, SD",,Public/Results/Tournament.aspx?IDTournament=h201806281044309544ab7321192fb4c
, MAYB Season Finale - SD,"Mar 1 - 2, 2019","Harrisburg, SD",,Public/Results/Tournament.aspx?IDTournament=h20180628104629646ff7b8369499b4f
,March Madness 3-on-3 SD,"Mar 3, 2019","Harrisburg, SD",,Public/Results/Tournament.aspx?IDTournament=h20181231050822430382d5fabae5545
,MAYB Spring Fling,"Apr 13 - 14, 2019","Harrisburg, SD • Sioux Falls, SD",,Public/Results/Tournament.aspx?IDTournament=h2019040315432109587563769ea9143
,2019 Take It To The Hoop,"Feb 15 - 16, 2019","Harrisburg, SD • Sioux Falls, SD • Tea,, SD",,Public/Results/Tournament.aspx?IDTournament=h2019021100405514707f680ec748940
,2019 Spring Battle on The Boards,"Mar 1 - 2, 2019","Harrisburg, SD • Sioux Falls, SD",,Public/Results/Tournament.aspx?IDTournament=h2019022502103978242238a557fa04a
,MAYB Sioux Falls/Harrisburg - Apr. 5-6,"Apr 5 - 6, 2019","Harrisburg, SD • Sioux Falls, SD",,Public/Results/Tournament.aspx?IDTournament=h2019040116153041978279f09430042
,March Madness 3-on-3 SD,"Apr 7, 2019","Harrisburg, SD",,Public/Results/Tournament.aspx?IDTournament=h20190204172758922e2c6b93147da47
,2019 - BOYS 3rd & 4th SHOWDOWN,"Feb 9, 2019","Sioux Falls, SD",,Public/Results/Tournament.aspx?IDTournament=h20190204205950322fba9476836a548
, OTCYBC San Jac Festival Tournament- April 20 (1 Day Tournament),"Jan 1 - Apr 20, 2019","Brazoria, TX • West Columbia, TX",,Public/Results/Tournament.aspx?IDTournament=h20190118211041845127641b8c18544
,OTCYBC Spring Fling - March 30 (1 Day Tournament),"Mar 30, 2019","Brazoria, TX • West Columbia, TX",,Public/Results/Tournament.aspx?IDTournament=h20170121190828692250107ce1e8d46
,West of the Brazos Shootout - May 11 (1 Day Tournament),"May 11, 2019","Brazoria, TX • West Columbia, TX",,Public/Results/Tournament.aspx?IDTournament=h20190122165843481a70c5d14665a42
,SCB Champions League - Session 2,"Jan 12 - Mar 3, 2019","Lincoln, NE • Waverly, NE",,Public/Results/Tournament.aspx?IDTournament=h20180806232517361aa2a5a2278ef4a
,SCB Shootout 2019,"Feb 22 - 24, 2019","Lincoln, NE • Waverly, NE",,Public/Results/Tournament.aspx?IDTournament=h20180828195051853822b5689e18d46
,Battle of the Ballers 2,"Apr 27 - 28, 2019","Sapulpa, OK",,Public/Results/Tournament.aspx?IDTournament=h201904241416365762c79b89666fc4d
,2019 Spring Tea Sports Rumble,"Feb 22 - 23, 2019","Tea, SD",,Public/Results/Tournament.aspx?IDTournament=h20190218164316335b62b9c2e657a45
,WaHOOPS Tourney  (Boys),"Feb 22 - 24, 2019","Wahoo, NE",,Public/Results/Tournament.aspx?IDTournament=h201811201614295668c14d63c0c594e
,Houston AAS Summer Hoops Tour,"Apr 13 - 14, 2019","Houston, TX",,Public/Results/Tournament.aspx?IDTournament=h2018121420421594387fd16ceeff247
,2019 Winter Battle,"Feb 16 - 17, 2019","LINCOLN, NE",,Public/Results/Tournament.aspx?IDTournament=h201808171746327642ef9c2e706d84e
,38th Annual YMCA MIT Basketball Tounament,"Mar 9 - 10, 2019","Lincoln, NE",,Public/Results/Tournament.aspx?IDTournament=h201902252219077943c24fe8bf34848
,SCB  Spring Fling - MAYB Tournament 2019,"May 3 - 5, 2019","Lincoln, NE",,Public/Results/Tournament.aspx?IDTournament=h201904091450493300bb6f33290c345
,YMCA Spirit Basketball Schedule 2018.19,"Nov 10, 2018 - Mar 3, 2019","Lincoln, NE",,Public/Results/Tournament.aspx?IDTournament=h201810221945340771a6d9ddfb55b49
,2019 YMCA High School Basketball League,"Jan 5 - Mar 3, 2019","Lincoln, NE",,Public/Results/Tournament.aspx?IDTournament=h20181211204612601060b7a17fd5c48
,2019 YMCA 2nd Grade Basketball Tournament,"Mar 9, 2019","Lincoln, NE",,Public/Results/Tournament.aspx?IDTournament=h201902261507551263f9fc45f98454e
,2019 Corporate Games 3 vs 3 Basketball Tournament,"Apr 28, 2019","Lincoln, NE",,Public/Results/Tournament.aspx?IDTournament=h2019041214375218847fb7b1d19dc48
,YMCA Adult Basketball Winter 2019,"Jan 6 - Apr 14, 2019","Lincoln, NE",,Public/Results/Tournament.aspx?IDTournament=h20181219200517779e5a3766fddb547
,Tri-County South 2018-19 Basketball Season,"Dec 1, 2018 - Feb 23, 2019","CALVIN, OK • cromwell, OK • HOLDENVILLE, OK • SEMINOLE, OK",,Public/Results/Tournament.aspx?IDTournament=h20181118153703980f40382b73d5f46
,Tri-County North 2018-19 Basketball Season,"Dec 1, 2018 - Feb 23, 2019","Cushing, OK • MASON, OK • MEEKER, OK • OKEMAH, OK • PADEN, OK • PRAGUE, OK • STROUD, OK",,Public/Results/Tournament.aspx?IDTournament=h20181113145213844b663c4e6871f49
,Hanover Youth Basketball 2019,"Dec 29, 2018 - Feb 2, 2019","Hanover, KS",,Public/Results/Tournament.aspx?IDTournament=h2018091717025236649959a5166024b
,2019 Seward Showcase,"Feb 2 - 3, 2019","Milford, NE • Seward, NE",,Public/Results/Tournament.aspx?IDTournament=h20181009232950836e9133e2dfd2745
,MAYB Dallas/Murphy - Feb. 10th (Sun. Only),"Feb 10, 2019","Murphy, TX",,Public/Results/Tournament.aspx?IDTournament=h201902071519514716cbbde475d824c
,MAYB TX Winter Championship 2019 - Mar. 2nd - 3rd,"Mar 2 - 3, 2019","Murphy, TX",,Public/Results/Tournament.aspx?IDTournament=h2018101019005503475814511167942
,MAYB Dallas/McKinney - Apr. 20 (Sat. Only),"Apr 20, 2019","McKinney, TX • Plano, TX",,Public/Results/Tournament.aspx?IDTournament=h201904171808544202c8c47f9b1b84e
,MAYB 1st - 4th Grade Shootout/Middle School Mayhem/Open - Feb. 23rd - 24th,"Feb 23 - 24, 2019","Andover, KS • Wichita, KS",,Public/Results/Tournament.aspx?IDTournament=h20181010155602532cb7b7464074840
,MAYB Andover/Wichita - Mar. 2nd (Sat. Only),"Mar 2, 2019","Andover, KS",,Public/Results/Tournament.aspx?IDTournament=h201902262017101834c47ffbd8db940
,MAYB Andover/Wichita - Mar. 9th (Sat. Only),"Mar 9, 2019","Andover, KS",,Public/Results/Tournament.aspx?IDTournament=h201903051607099443c421cd99b884b
