Keyword,Title,Link,Location,Date,Icon
,2019 Future Stars 12u,Public/Results/Tournament.aspx?IDTournament=h201809082023233195908769261954b,"Bucyrus, OH • Galion, OH • Shelby, OH","Apr 13 - 14, 2019",
,2019 Winter Softball Tournament Series,Public/Results/Tournament.aspx?IDTournament=h201902011457335824e1d2d59f18b43,"Manheim, PA","Feb 16 - Apr 19, 2019",
,"Grand Rapids Blaze ""Spring For Bling""",Public/Results/Tournament.aspx?IDTournament=h2018101801333421274c762b7c3e442,"Byron Center, MI","Apr 28, 2019",
,PGF Gwinnett Challenge,Public/Results/Tournament.aspx?IDTournament=h201812271653589554a055032c6c743,"Snellville, GA","Mar 9, 2019",
,"Softball -  Pepsi ""B"" - April 19 - 20 (4GG)",Public/Results/Tournament.aspx?IDTournament=h2019011022050552590dd350ee8274c,"Del City, OK","Apr 19 - 20, 2019",
,New Castle Rec Softball 2019,Public/Results/Tournament.aspx?IDTournament=h20190422134128018f39c518d7a2245,"Chappaqua, NY • Millwood, NY • TBD, NY","Apr 26 - Jun 20, 2019",
,Softball - May 3-5 Free-Bee (4GG),Public/Results/Tournament.aspx?IDTournament=h20190106060803635725adee7de354b,"Del City, OK","May 3 - 5, 2019",
,USA NIT Championships Qualifier,Public/Results/Tournament.aspx?IDTournament=h20190320192027952cd206310ddd844,"Newberry, FL","May 4 - 5, 2019",
,March Madness Round Robin,Public/Results/Tournament.aspx?IDTournament=h20181227202208428ac926684ba1049,"West Chester, PA","Mar 2 - 3, 2019",
,Double Double - Martinez,Public/Results/Tournament.aspx?IDTournament=h2019040318313773595b35c5802d542,,"May 4 - 5, 2019",
,PGF March Friendly,Public/Results/Tournament.aspx?IDTournament=h20190312170315121ccc3d8b74c2c41,"Gainesville, GA • Jefferson, GA • Lawrenceville, GA","Mar 16 - 17, 2019",
,Presidents' Day Showdown - Double Elimination,Public/Results/Tournament.aspx?IDTournament=h201902070613378720da841baa9154e,"Hemet, CA • Lake Elsinore, CA • Perris, CA","Feb 16 - 18, 2019",
,36th Annual UVA Law Softball Invitational,Public/Results/Tournament.aspx?IDTournament=h2019032722520601329f156f06d0a42,"Charlottesville, VA","Apr 5 - 7, 2019",
,Sweet 16 - South Bay (Rained Out),Public/Results/Tournament.aspx?IDTournament=h20190301195149316d711caa7925e45,"Fremont, CA","Mar 23 - 24, 2019",
,Rec Havoc 2019,Public/Results/Tournament.aspx?IDTournament=h201902220312417708fe77a3636ae42,"Fort White, FL","Mar 29 - 31, 2019",
,Dos Amigos Softbol,Public/Results/Tournament.aspx?IDTournament=h201810091525419263ed00887370b48,,"May 5, 2019",
,BOWNET Invitational,Public/Results/Tournament.aspx?IDTournament=h201902142217504520795c993546c41,,"Apr 20 - 21, 2019",
,2019 Perks Sports Academy Antioch Invitational,Public/Results/Tournament.aspx?IDTournament=h2018091304470598512b63fb2f9ff40,"Antioch, CA","Apr 4 - 6, 2019",
,PGF Spring Super 6,Public/Results/Tournament.aspx?IDTournament=h20181213135903477f9d997ed5fff44,"Cumming, GA • Gainesville, GA • Hoschton, GA","Apr 13 - 14, 2019",
,ICPR Family Practice Classic,Public/Results/Tournament.aspx?IDTournament=h20190227170203879da1882208a804c,"Pekin, IL","Mar 1 - 3, 2019",
,Florida PGF 2nd Annual 14U Challenge- LXTs to the Champions- Qualifier,Public/Results/Tournament.aspx?IDTournament=h20180929231448365b3487e546d6846,"Ocala, FL","Apr 6 - 7, 2019",
,Coastal Cup,Public/Results/Tournament.aspx?IDTournament=h2018112303032487656a4a6c2f2344b,"Pooler, GA","Apr 20, 2019",
,HOT SHOT SLUGFEST,Public/Results/Tournament.aspx?IDTournament=h201809222200584690832f29de95744,"Romeoville, IL","May 3 - 5, 2019",
,Autism Awareness,Public/Results/Tournament.aspx?IDTournament=h20190409205306109579fa259135f49,"West Covina, CA","Apr 13 - 14, 2019",
,Easter Saturday - Sacramento,Public/Results/Tournament.aspx?IDTournament=h201903012146375773eea0672b5e045,"North Highlands, CA","Apr 20, 2019",
,TCS So Cal NAIA College Classic,Public/Results/Tournament.aspx?IDTournament=h201901101644049302d2eceb4f7e144,"Lake Elsinore, CA","Feb 8 - 10, 2019",
,PGF Super Select 10U Showdown ,Public/Results/Tournament.aspx?IDTournament=h20180920163715937a1d05784ec0d4c,"North Ridgeville, OH","May 3 - 5, 2019",
,Pot of Gold - Sacramento Area,Public/Results/Tournament.aspx?IDTournament=h201903011918241486561cbcba8af46,"Antelope, CA • North Highlands, CA","Mar 16 - 17, 2019",
,BATTLE OF THE BATS,Public/Results/Tournament.aspx?IDTournament=h2019021817465304117d4f75701b44f,"Florence, AL","Apr 13, 2019",
,MARCH MADNESS,Public/Results/Tournament.aspx?IDTournament=h20180827215515094b96f12d4464242,"Mount Propsect, IL","Mar 15 - 17, 2019",
,2019 Boise Blast Spring Shootout,Public/Results/Tournament.aspx?IDTournament=h201904032129426596f572fa791534e,"Boise, ID","Apr 26 - 28, 2019",
,Round the Bases-Florence,Public/Results/Tournament.aspx?IDTournament=h2019021817504796338de2d4000aa47,"Florence, AL","May 4, 2019",
,Park City Invitational  2019,Public/Results/Tournament.aspx?IDTournament=h20181005133626187021a8fa987994b,"Bridgeport, CT","May 3 - 5, 2019",
,Spring NIT - Martinez,Public/Results/Tournament.aspx?IDTournament=h20190325204129341e8236697ca494d,"Martinez, CA","Apr 6 - 7, 2019",
,Futures,Public/Results/Tournament.aspx?IDTournament=h2019020516232527453d2c6f461e844,"West Covina, CA","Feb 9 - 10, 2019",
,Christian Crossover,Public/Results/Tournament.aspx?IDTournament=h2019021006462417237864eccdfab48,"Hueytown, AL","Feb 23, 2019",
,TM Test 2,Public/Results/Tournament.aspx?IDTournament=h201904151510171280f739541e16f49,"Aurora, CO • Brighton, CO • Commerce City, CO","Apr 16 - 18, 2019",
,Lone Star Shootout,Public/Results/Tournament.aspx?IDTournament=h201902231459355309bf1d4ea1e5b48,"Corsicana, TX","Mar 30 - 31, 2019",
,NJ Cheetahs 12U Spring Clash of the Bats,Public/Results/Tournament.aspx?IDTournament=h20190111221312150a0965ce4d8ae4a,"Edison, NJ","May 4 - 5, 2019",
,Hot Tamale - South Bay,Public/Results/Tournament.aspx?IDTournament=h20190106225513536aa6d90f013d84a,"Livermore, CA • Pleasanton, CA","Apr 27 - 28, 2019",
," 1st to 3rd Softball Events - ""March Madness"" - Bash for Cash ",Public/Results/Tournament.aspx?IDTournament=h20181201165634489ab914950343343,"Modesto, CA • Stockton, CA","Mar 23 - 24, 2019",
,Blastoff II,Public/Results/Tournament.aspx?IDTournament=h20190321005117049afc58b52663c4b,"Springfield, IL","Apr 7, 2019",
,2019 East Ridge Girls  Rec Pre-season Tournament,Public/Results/Tournament.aspx?IDTournament=h20190226014831877b8734796792d4e,"Ringgold, GA","Apr 6 - 8, 2019",
,March Madness,Public/Results/Tournament.aspx?IDTournament=h20190218162345629fb06681e4dfa43,"Florence, AL","Mar 23, 2019",
,Blizzard Blowout 12u 14u ,Public/Results/Tournament.aspx?IDTournament=h2018100418200322107d89668ec7f4f,"PEORIA, IL","Feb 8 - 10, 2019",
,BCM Sports SPRING  Softball League - 2019,Public/Results/Tournament.aspx?IDTournament=h201809272357599152914f81b9c684e,"Harrah, OK • Jones, OK • Luther, OK • MWC, OK • Oklahoma City, OK","Apr 1 - Jun 16, 2019",
,CARDINAL CLASSIC,Public/Results/Tournament.aspx?IDTournament=h201808272158213095e22f86379ed46,"Hoffman Estates, IL","Apr 5 - 7, 2019",
,LEE COUNTY ICE BREAKER,Public/Results/Tournament.aspx?IDTournament=h20181208203300173941e7613713049,"Fort Myers, FL","Feb 16 - 17, 2019",
,Spring Mon Softball,Public/Results/Tournament.aspx?IDTournament=h201901302227274249f750a07665d4d,"Madison, TN • Nashville, TN","Mar 11 - May 13, 2019",
,Weekend 5  April 5th -7th,Public/Results/Tournament.aspx?IDTournament=h20190324152728010460a1b7fdc5b47,"Rosemont, IL","Apr 5 - 7, 2019",
,2019 Border Battle Eastern National Qualifier,Public/Results/Tournament.aspx?IDTournament=h2018111419154856539bd61744c2d4c,"Dalton, GA","May 4 - 5, 2019",
,Grounders & Groundhogs 14u 18u(A)- SOLD OUT,Public/Results/Tournament.aspx?IDTournament=h20181004181224165c415818c959e47,"PEORIA, IL","Feb 1 - 3, 2019",
,2019 Lady Cubs Varsity-JV Softball Tournament,Public/Results/Tournament.aspx?IDTournament=h20190218125213789c401894dcb1448,"Redding, CA","Mar 7 - 9, 2019",
,Diamonds Are My Valentine,Public/Results/Tournament.aspx?IDTournament=h201901181859446489802f6b267254e,"Douglas, GA","Feb 16, 2019",
,President's Day Duel 14u 16u,Public/Results/Tournament.aspx?IDTournament=h20181004182436046013c368cfb8447,"PEORIA, IL","Feb 16 - 18, 2019",
,USA Softball National Qualifier,Public/Results/Tournament.aspx?IDTournament=h2019020420385067870d07debe15d48,"Dublin, GA","Apr 6 - 7, 2019",
,Softball - Sunday Only- March 10 - Double Elimination,Public/Results/Tournament.aspx?IDTournament=h20190111194813067b524d7eb5e3b4b,"Harrah, OK","Mar 10, 2019",
,Lady Rebels Spring Play Day,Public/Results/Tournament.aspx?IDTournament=h20181102125149304425a3d84d10a48,"Horseheads, NY","May 5, 2019",
,Early Bird,Public/Results/Tournament.aspx?IDTournament=h20190215185827069f9afed7f07634a,"Sacramento, CA","Mar 2 - 3, 2019",
,2019 Softball Presidents day weekend 16U,Public/Results/Tournament.aspx?IDTournament=h201901121856397896bfd6f2c1c154c,"Rosemont, IL","Feb 15 - 18, 2019",
,Hot Tamale - Mistlin,Public/Results/Tournament.aspx?IDTournament=h201903012211350011ed8fda2c9e74a,"Ripon, CA","Apr 27 - 28, 2019",
,Spring 4GG Bash at Firelake,Public/Results/Tournament.aspx?IDTournament=h201904172218316189e41eadab9a048,"Shawnee, OK","Apr 19 - 20, 2019",
,Softball - Jackpot Tourney-  April 12-14 (3GG),Public/Results/Tournament.aspx?IDTournament=h20190111001359811a9f0719161a948,"Del City, OK","Apr 12 - 14, 2019",
,Spring Break Bash,Public/Results/Tournament.aspx?IDTournament=h20190311114838266684dbcfba6374b,"Gainesville, GA","Mar 30, 2019",
,It's Showtime 2019,Public/Results/Tournament.aspx?IDTournament=h20190401185333279450dddec7aa94f,"Chester, NY","Apr 5 - 7, 2019",
,TM Training,Public/Results/Tournament.aspx?IDTournament=h201904091627083430eb5f9f20bdc4b,,"Apr 15 - 16, 2019",
,Gold Cup Challenge #2,Public/Results/Tournament.aspx?IDTournament=h2018102001052710940ba90fe684a40,"Longwood, FL","Feb 9 - 10, 2019",
,Starz Gold  Spring Challenge,Public/Results/Tournament.aspx?IDTournament=h201811280151497816b67382495fb40,"Henrico, VA","May 4 - 5, 2019",
,PGF Icebreaker,Public/Results/Tournament.aspx?IDTournament=h20190104141228848ae25c94f7e3e42,"Gainesville, GA","Feb 23, 2019",
,March Madness,Public/Results/Tournament.aspx?IDTournament=h201903152124383052d9c11ab0c5f4c,"Firestone, CO","Mar 23 - 24, 2019",
,Spring NIT - Sacramento,Public/Results/Tournament.aspx?IDTournament=h2018122722342562824cb6670c7ac4a,"Antelope, CA • Citrus Heights, CA • Fair Oaks, CA • North Highlands, CA","Apr 6 - 7, 2019",
,Softball - April Free-Bee- April 5-7 (4GG),Public/Results/Tournament.aspx?IDTournament=h20190107195417820d938de1ed6e64c,"Del City, OK • Harrah, OK","Apr 5 - 7, 2019",
,Softball - Winter Warm-Up Feb 16-17 (3GG),Public/Results/Tournament.aspx?IDTournament=h201901060509426161f4a97ea71f248,"Del City, OK","Feb 16 - 17, 2019",
,Softball -  Season Opener- March 1-3 (3GG),Public/Results/Tournament.aspx?IDTournament=h20190106010358387be19aa90a10f43,"Del City, OK • Harrah, OK","Mar 1 - 3, 2019",
,Softball - Sunday Only Feb 3rd (Double Elimination),Public/Results/Tournament.aspx?IDTournament=h2019010602161576313a4dcb27d5b4d,"Del City, OK","Feb 3, 2019",
,Harris Backyard Bash,Public/Results/Tournament.aspx?IDTournament=h20190114200503086e9af22b9727547,"Granger, IN, IN","Apr 25 - 28, 2019",
,Double Double - South Bay,Public/Results/Tournament.aspx?IDTournament=h201901062257529289a175b10b3b24f,"Fremont, CA","May 4 - 5, 2019",
,Rossville Pre-Season 2019 Softball Tournament,Public/Results/Tournament.aspx?IDTournament=h20190312201640200fe588bfb404444,"Rossville, GA","Mar 22 - 26, 2019",
,Gold Cup Challenge #3,Public/Results/Tournament.aspx?IDTournament=h20181020010845683108e613a517847,"Longwood, FL","Mar 23 - 24, 2019",
,Softball - April 26-28 - Jackpot Tourney (4GG),Public/Results/Tournament.aspx?IDTournament=h20190122185151245a3536782099a48,"Harrah, OK","Apr 26 - 28, 2019",
,PGF Super Select 14U/12U Showdown,Public/Results/Tournament.aspx?IDTournament=h201810171746191893ec1de36d85548,"North Ridgevile, OH","May 10 - 12, 2019",
,BLACK WIDOW SLAMMER,Public/Results/Tournament.aspx?IDTournament=h2019042419190060566e712c4ea3e40,"ALTON, IL","Apr 26 - 28, 2019",
,2019 Spring Showcase,Public/Results/Tournament.aspx?IDTournament=h201808281357125282cf10cd4987540,"Akron, OH • Akron, OH, OH","Apr 12 - 14, 2019",
,Softball - March Free-Bee - March 1-3 (4GG),Public/Results/Tournament.aspx?IDTournament=h20190106061910622aa23c5f1cb1d40,"Del City, OK","Mar 1 - 3, 2019",
,Game of Throws,Public/Results/Tournament.aspx?IDTournament=h20181009151052630135629c6e1d745,,"Apr 28, 2019",
,California Pride,Public/Results/Tournament.aspx?IDTournament=h201902151853105949d0ef6295b5845,"Sacramento, CA","Feb 23 - 24, 2019",
,Let’s Play for U / Michigan Finesse  Tourney,Public/Results/Tournament.aspx?IDTournament=h201812051952596665c715e5475ba45,"Cedar Lake, IN • Hobart, IN","May 4 - 5, 2019",
,Jordyn Myers Memorial,Public/Results/Tournament.aspx?IDTournament=h2019040712071147969dd60d343f74f,"Warren, OH","Apr 27 - 28, 2019",
,Early Bird-BLD Manteca,Public/Results/Tournament.aspx?IDTournament=h20190221224410415f176eee6533149,"Manteca, CA","Mar 2 - 3, 2019",
,"1st to 3rd Softball Events ""Clash of the Titans"" - Powered by Easton",Public/Results/Tournament.aspx?IDTournament=h2018113005451110778f4006a5edd42,"Modesto, Ca","Mar 2 - 3, 2019",
,Winter Warm Up ,Public/Results/Tournament.aspx?IDTournament=h2018122121343386795d37855839145,"North Highlands, CA","Feb 9 - 10, 2019",
,TPA March Kickoff,Public/Results/Tournament.aspx?IDTournament=h20190221222831901d3429cb5275b4c,"Nicholasville, KY","Mar 2, 2019",
,USA Florida 10/12/14u Shootout - USA NIT Championships Qualifier,Public/Results/Tournament.aspx?IDTournament=h20190102022224781d2a7bc26f65a41,"Jacksonville, FL","Mar 30 - 31, 2019",
,NB Test 4,Public/Results/Tournament.aspx?IDTournament=h20190404142715530594bc3b8dacb4f,"Allen, TX • Plano, TX","Apr 11 - 14, 2019",
,The Big D Easter Bonnet Classic,Public/Results/Tournament.aspx?IDTournament=h2019031416293868110b5faf8d58e41,"Dallas, TX","Apr 20 - 21, 2019",
,Mock,Public/Results/Tournament.aspx?IDTournament=h2018111602043512788588f3302a149,"Palmetto Bay, FL","Apr 13, 2019",
,Softball - March 29-31 - DJ Shorty (4GG),Public/Results/Tournament.aspx?IDTournament=h201901152122204730d4d640ca89e41,"Harrah, OK","Mar 29 - 31, 2019",
,Hotshots Shootout,Public/Results/Tournament.aspx?IDTournament=h20190128220806705fe79b8eacdc648,"Tempe, AZ","Feb 16 - 17, 2019",
,21st Annual Michelle Sullivan Fund Softball Tournament,Public/Results/Tournament.aspx?IDTournament=h20190131135016395ae20e9ef5fd649,"Montville, NJ • Pine Brook, NJ • Towaco, NJ","May 3 - 5, 2019",
,Luck of the Irish,Public/Results/Tournament.aspx?IDTournament=h20190214212259669ddad2dd158944c,"Lake Elsinore, CA","Mar 16 - 17, 2019",
,TM Training,Public/Results/Tournament.aspx?IDTournament=h20190409163840773e187f71c680f49,,"Apr 15 - 19, 2019",
,Mardi Gras - Sacramento Area,Public/Results/Tournament.aspx?IDTournament=h201903011856110021cecfd7e134642,"Antelope, CA • Citrus Heights, CA • North Highlands, CA","Mar 9 - 10, 2019",
,MVGS End of Season Summer Sizzle,Public/Results/Tournament.aspx?IDTournament=h201903191712585620bdb5365c51e46,"Mission Viejo, CA","Apr 22 - 27, 2019",
,2019 Future Stars 10u,Public/Results/Tournament.aspx?IDTournament=h20180908203543105a712ccae5b684c,"Bucyrus, OH • Galion, OH • Ontario, OH","Apr 6 - 7, 2019",
,PGF / UFA Swing Into Spring Regional Qualifier,Public/Results/Tournament.aspx?IDTournament=h20181112165441681b37b1bef9e5048,"LaVista, NE • Omaha, NE • Papillion, NE","Apr 5 - 7, 2019",
,Red Rooster - Concord,Public/Results/Tournament.aspx?IDTournament=h20190325191152008e9b06d74a16b4b,"Antioch, CA • Concord, CA","Mar 30 - 31, 2019",
,TCS So Cal Presents: Tournament of Champions,Public/Results/Tournament.aspx?IDTournament=h201903120459051771f3d46d7c95542,"Grand Terrace, CA • Lake Elsinore, CA","Mar 23 - 24, 2019",
,"1st to 3rd Softball Events ""Best Show on Dirt"" - Powered by Easton",Public/Results/Tournament.aspx?IDTournament=h2018113005291903183b172fabde74b,"Stockton, Ca","Feb 23 - 24, 2019",
,March Mayhem,Public/Results/Tournament.aspx?IDTournament=h201903120439338970425e19034a14f,"Dana Point, CA • Fountain Valley, CA • Irvine, CA • San Clemente, CA","Mar 16 - 17, 2019",
,Rose Ball,Public/Results/Tournament.aspx?IDTournament=h2018121320391150562b39faf7f394c,"Glencoe, MO","May 10 - 12, 2019",
,Sweet 16 - Sacramento Area,Public/Results/Tournament.aspx?IDTournament=h2019030120314232179a44dce81b942,"North Highlands, CA","Mar 23 - 24, 2019",
,5th Annual IceBreaker,Public/Results/Tournament.aspx?IDTournament=h20181116042714106026d3cda0e3040,"Dublin, GA","Feb 23, 2019",
,Spring Sun Softball,Public/Results/Tournament.aspx?IDTournament=h20190130225736917db2f7d6f773947,"Nashville, TN","Mar 17 - May 19, 2019",
,Test 1,Public/Results/Tournament.aspx?IDTournament=h2017022308133943800897d11536f49,"granville, ny • Saratoga Springs, NY","May 23, 2018 - May 24, 2019",
,PGF March Madness,Public/Results/Tournament.aspx?IDTournament=h201811271503142285e49be658c284e,"Acworth, GA • Canton, GA • Gainesville, GA • Woodstock, GA","Mar 23 - 24, 2019",
,2019 Spring Fling,Public/Results/Tournament.aspx?IDTournament=h2019040203045866619226bdf8d1947,"Effingham, IL","May 4 - 5, 2019",
,2019 Tournament of Champions,Public/Results/Tournament.aspx?IDTournament=h20181117162747555fb7d91c88ff44e,"Turlock, CA","Mar 29 - 31, 2019",
,"1st to 3rd Softball Events President's Day - PGF ""Bash for Cash""",Public/Results/Tournament.aspx?IDTournament=h201811300520347068998680844cb44,"Modesto, Ca • Stockton, Ca","Feb 16 - 17, 2019",
,Spring Fri Softball,Public/Results/Tournament.aspx?IDTournament=h201901302254360818622d3e6f4e449,"Nashville, TN","Mar 15 - May 17, 2019",
,PGF Mojo Music City Invitational,Public/Results/Tournament.aspx?IDTournament=h2018120602031167305822bfd850b4a,"Nashville, TN","Apr 6 - 7, 2019",
,MVGS Mid Season Shamrock Spectacular,Public/Results/Tournament.aspx?IDTournament=h20190303185635009291c0bbdc0a34c,"Mission Viejo, CA","Mar 16 - 17, 2019",
,EXTRA INNINGS,Public/Results/Tournament.aspx?IDTournament=h20181030044250720eb65064d584c4d,"Shiner, TX","Feb 9 - 10, 2019",
,GSSA EMAIL LIST 2018,Public/Results/Tournament.aspx?IDTournament=h20181008190059278dfdb813bbbee41,,"Aug 1, 2018 - Jul 24, 2019",
,Softball - May 3-5 - Big 5GG,Public/Results/Tournament.aspx?IDTournament=h20190122190521566e42d33183f0d4b,"Harrah, OK","May 3 - 5, 2019",
,CT Sportsplex Thursday Night Softball League,Public/Results/Tournament.aspx?IDTournament=h201903292002352233cba8614613548,"North Branford, CT","Apr 4 - May 30, 2019",
,Softball - Early Bird March 8-10 (4GG),Public/Results/Tournament.aspx?IDTournament=h20190109191839950e19e580c933a44,"Del City, OK","Mar 8 - 10, 2019",
,2019 Rock N' Fire,Public/Results/Tournament.aspx?IDTournament=h20180828140531967bdc4a9fc70084d,"Akron, OH","Apr 18 - 20, 2019",
,Spring NIT,Public/Results/Tournament.aspx?IDTournament=h201902151907466983a2422e9fa5340,"Sacramento, CA","Apr 6 - 7, 2019",
,RED CARPET CLASSIC SOFTBALL,Public/Results/Tournament.aspx?IDTournament=h201904242130343023e81ccb4a4594f,"Vickburg, MS • Vicksburg, MS","Apr 27 - 28, 2019",
